GrTr 3-Way Gaze,Prob(L),Prob(R)
0.0,0.9927927255630493,0.007207331247627735
0.0,0.9825263023376465,0.017473746091127396
0.0,0.9943443536758423,0.005655607674270868
0.0,0.994450569152832,0.005549475084990263
0.0,0.9898352026939392,0.010164761915802956
0.0,0.9890066385269165,0.01099333819001913
0.0,0.9934598207473755,0.006540172733366489
0.0,0.9925709366798401,0.007429015822708607
0.0,0.9908883571624756,0.009111643768846989
0.0,0.9905806183815002,0.009419439360499382
0.0,0.9914472103118896,0.00855276919901371
0.0,0.9864557981491089,0.013544248417019844
0.0,0.9209091067314148,0.0790909081697464
0.0,0.5332030653953552,0.4667969048023224
0.0,0.7508825659751892,0.2491174042224884
0.0,0.9523899555206299,0.047610070556402206
0.0,0.9818772077560425,0.018122833222150803
0.0,0.983949601650238,0.01605038531124592
0.0,0.9920138716697693,0.007986189797520638
0.0,0.99309903383255,0.006901017390191555
0.0,0.9921407699584961,0.00785925704985857
0.0,0.9887205958366394,0.011279413476586342
0.0,0.9954604506492615,0.00453956751152873
0.0,0.9943009614944458,0.005699004512280226
0.0,0.9919527173042297,0.008047320879995823
0.0,0.9949051141738892,0.0050949533469974995
0.0,0.9957802295684814,0.004219713155180216
0.0,0.9945701956748962,0.00542982155457139
0.0,0.9937924742698669,0.006207572296261787
0.0,0.9962879419326782,0.003712085308507085
0.0,0.9951556921005249,0.004844379611313343
0.0,0.9954044818878174,0.004595516249537468
0.0,0.996901273727417,0.0030987481586635113
0.0,0.9955358505249023,0.004464216064661741
0.0,0.9924658536911011,0.007534148171544075
0.0,0.9954381585121155,0.004561852663755417
0.0,0.9914741516113281,0.008525817655026913
0.0,0.9895836114883423,0.010416441597044468
0.0,0.991359531879425,0.00864047184586525
0.0,0.99299556016922,0.0070044719614088535
0.0,0.9931958913803101,0.006804144475609064
0.0,0.9843223690986633,0.01567765325307846
0.0,0.9951179027557373,0.004882120061665773
0.0,0.9954349398612976,0.004565058741718531
0.0,0.9890717267990112,0.010928289033472538
0.0,0.9959362745285034,0.004063754808157682
0.0,0.99483722448349,0.0051627494394779205
0.0,0.9938879609107971,0.0061120279133319855
0.0,0.9946086406707764,0.005391289945691824
0.0,0.9967789053916931,0.0032210659701377153
0.0,0.9948756098747253,0.005124358460307121
0.0,0.9949216246604919,0.005078379064798355
0.0,0.9947850108146667,0.00521501200273633
0.0,0.994907796382904,0.005092195700854063
0.0,0.9945947527885437,0.005405228119343519
0.0,0.9948896169662476,0.005110353231430054
0.0,0.9894890189170837,0.010511024855077267
0.0,0.9944975972175598,0.005502380896359682
0.0,0.9875119924545288,0.012488082982599735
0.0,0.9955447912216187,0.004455176182091236
0.0,0.9939836859703064,0.0060163745656609535
0.0,0.9927664995193481,0.007233509793877602
0.0,0.9941576719284058,0.00584237277507782
0.0,0.9937095642089844,0.006290439050644636
0.0,0.9939994812011719,0.0060005830600857735
2.0,0.007016617339104414,0.992983341217041
2.0,0.010161438956856728,0.9898386001586914
2.0,0.011102012358605862,0.988897979259491
2.0,0.01359801460057497,0.9864019751548767
2.0,0.01005025114864111,0.9899497032165527
2.0,0.009813633747398853,0.990186333656311
2.0,0.01060474943369627,0.9893952012062073
2.0,0.00773556437343359,0.9922645092010498
2.0,0.013240105472505093,0.9867599010467529
2.0,0.010763130150735378,0.9892368912696838
2.0,0.008355936035513878,0.9916440844535828
2.0,0.013897432014346123,0.9861025810241699
2.0,0.007304973900318146,0.9926950931549072
2.0,0.011326727457344532,0.9886732697486877
2.0,0.0071531981229782104,0.9928467869758606
2.0,0.012109708040952682,0.9878902435302734
2.0,0.008211281150579453,0.9917886853218079
2.0,0.009594036266207695,0.9904059767723083
2.0,0.008519990369677544,0.9914799928665161
2.0,0.00923033058643341,0.9907696843147278
2.0,0.00873253308236599,0.9912675023078918
2.0,0.010852834209799767,0.9891471862792969
2.0,0.009065710008144379,0.9909343123435974
2.0,0.010313929989933968,0.9896860718727112
2.0,0.010059175081551075,0.9899408221244812
2.0,0.008066767826676369,0.991933286190033
2.0,0.007614047732204199,0.992385983467102
2.0,0.007599267642945051,0.9924007654190063
2.0,0.008035942912101746,0.9919641017913818
2.0,0.2719133496284485,0.7280866503715515
2.0,0.37425675988197327,0.6257432103157043
2.0,0.23120993375778198,0.768790066242218
2.0,0.2770559787750244,0.7229440212249756
2.0,0.02911372110247612,0.9708862900733948
2.0,0.019794780761003494,0.980205237865448
2.0,0.01167056430131197,0.9883294105529785
2.0,0.009185808710753918,0.9908141493797302
2.0,0.007773037068545818,0.9922269582748413
2.0,0.006693288218230009,0.9933066964149475
2.0,0.007948285900056362,0.9920517206192017
2.0,0.01173060666769743,0.9882694482803345
2.0,0.006908265873789787,0.9930917024612427
2.0,0.00666078319773078,0.9933392405509949
2.0,0.009395080618560314,0.9906049370765686
2.0,0.008742610923945904,0.9912574291229248
2.0,0.005706313066184521,0.9942936301231384
2.0,0.009768135845661163,0.9902319312095642
2.0,0.008441426791250706,0.9915585517883301
2.0,0.008885739371180534,0.9911143183708191
2.0,0.004980912897735834,0.9950190782546997
2.0,0.00837722048163414,0.9916227459907532
2.0,0.0074250162579119205,0.9925750494003296
2.0,0.005992715712636709,0.9940072298049927
2.0,0.00687362439930439,0.993126392364502
2.0,0.008780399337410927,0.9912195801734924
2.0,0.005704820156097412,0.9942951798439026
2.0,0.00921398401260376,0.990786075592041
2.0,0.007355234120041132,0.9926447868347168
2.0,0.007613521069288254,0.9923864603042603
2.0,0.009235883131623268,0.9907641410827637
2.0,0.007339000701904297,0.9926609992980957
2.0,0.006473151035606861,0.993526816368103
2.0,0.006748152896761894,0.9932518601417542
2.0,0.007128734607249498,0.9928712248802185
2.0,0.007913743145763874,0.9920862317085266
2.0,0.00776497321203351,0.992235004901886
2.0,0.00787974800914526,0.9921202659606934
1.0,0.46863988041877747,0.5313601493835449
1.0,0.5050433278083801,0.49495670199394226
1.0,0.2916191518306732,0.7083808779716492
1.0,0.3303728401660919,0.6696271300315857
1.0,0.36862650513648987,0.6313735246658325
1.0,0.3829435408115387,0.6170564889907837
1.0,0.37971001863479614,0.6202899813652039
1.0,0.43527519702911377,0.5647248029708862
1.0,0.5631871223449707,0.4368128478527069
1.0,0.44243764877319336,0.5575623512268066
1.0,0.3492247760295868,0.6507752537727356
1.0,0.44425395131111145,0.5557460188865662
1.0,0.44586095213890076,0.5541390776634216
1.0,0.5852064490318298,0.41479355096817017
1.0,0.5934764742851257,0.40652355551719666
1.0,0.3800475597381592,0.6199524998664856
1.0,0.3818623423576355,0.6181376576423645
1.0,0.3626219928264618,0.6373779773712158
1.0,0.39992889761924744,0.6000710725784302
1.0,0.39148208498954773,0.6085178852081299
1.0,0.3923300802707672,0.6076698899269104
1.0,0.46433162689208984,0.5356683135032654
1.0,0.3539920151233673,0.6460079550743103
1.0,0.488617479801178,0.511382520198822
1.0,0.42883774638175964,0.571162223815918
1.0,0.3939061164855957,0.6060938239097595
1.0,0.30632632970809937,0.6936736702919006
1.0,0.41467034816741943,0.5853295922279358
1.0,0.5915744304656982,0.40842559933662415
1.0,0.45335572957992554,0.5466442704200745
1.0,0.430772602558136,0.5692273378372192
1.0,0.4919493496417999,0.5080506205558777
1.0,0.6079610586166382,0.39203888177871704
1.0,0.4353213310241699,0.5646786689758301
1.0,0.4253885746002197,0.5746114253997803
1.0,0.4620143175125122,0.5379857420921326
1.0,0.5178775787353516,0.4821224510669708
0.0,0.9937993884086609,0.006200590170919895
0.0,0.9911563396453857,0.008843650110065937
0.0,0.9933091402053833,0.006690847687423229
0.0,0.9945774078369141,0.00542257446795702
0.0,0.9933573603630066,0.006642654072493315
0.0,0.9951748251914978,0.004825250711292028
0.0,0.9947657585144043,0.005234209354966879
0.0,0.9948803186416626,0.005119710694998503
0.0,0.9953513145446777,0.004648653790354729
0.0,0.9903143048286438,0.009685690514743328
0.0,0.993633508682251,0.00636649876832962
0.0,0.9939767122268677,0.006023279391229153
0.0,0.992512583732605,0.007487484719604254
0.0,0.9923611283302307,0.007638934068381786
0.0,0.9940057992935181,0.0059941899962723255
0.0,0.9931759238243103,0.00682404451072216
0.0,0.9938632249832153,0.00613681273534894
0.0,0.9948927164077759,0.0051073189824819565
0.0,0.9957430958747864,0.004256931133568287
0.0,0.9940833449363708,0.0059166583232581615
0.0,0.9913410544395447,0.008658974431455135
0.0,0.9921741485595703,0.007825842127203941
0.0,0.992608368396759,0.007391635328531265
0.0,0.9933023452758789,0.006697683595120907
0.0,0.99335116147995,0.006648842711001635
0.0,0.98985356092453,0.010146471671760082
0.0,0.9940342307090759,0.005965749733150005
0.0,0.9943937063217163,0.005606329999864101
0.0,0.992028534412384,0.007971446961164474
0.0,0.993823766708374,0.006176208145916462
0.0,0.9933017492294312,0.006698292680084705
0.0,0.9940808415412903,0.005919081624597311
0.0,0.994723916053772,0.005276065319776535
0.0,0.9936231970787048,0.006376869045197964
0.0,0.9941139817237854,0.00588599918410182
0.0,0.9942008852958679,0.005799088627099991
0.0,0.9944842457771301,0.005515775177627802
0.0,0.993693470954895,0.006306614726781845
0.0,0.9940212368965149,0.005978774279356003
0.0,0.9929866194725037,0.007013322319835424
0.0,0.9934410452842712,0.0065590082667768
0.0,0.992609441280365,0.007390578743070364
0.0,0.9913120865821838,0.008687912486493587
0.0,0.9915491342544556,0.008450891822576523
0.0,0.9938288331031799,0.006171205081045628
0.0,0.9902200102806091,0.009779967367649078
0.0,0.9913460612297058,0.008653916418552399
0.0,0.9931249618530273,0.006875043269246817
0.0,0.9926891922950745,0.007310798857361078
0.0,0.9931274652481079,0.006872519850730896
0.0,0.9918997287750244,0.008100224658846855
0.0,0.9846418499946594,0.01535820122808218
0.0,0.8728860020637512,0.12711399793624878
0.0,0.9039104580879211,0.09608958661556244
0.0,0.8580916523933411,0.14190831780433655
0.0,0.9434822201728821,0.05651780590415001
0.0,0.9769198894500732,0.02308010123670101
0.0,0.9768664240837097,0.02313350886106491
0.0,0.9935057163238525,0.0064942664466798306
0.0,0.9921538233757019,0.007846171967685223
0.0,0.9937781095504761,0.006221941206604242
0.0,0.9947861433029175,0.005213775206357241
0.0,0.9917041063308716,0.008295901119709015
0.0,0.9940416216850281,0.005958356894552708
0.0,0.9930805563926697,0.00691950973123312
0.0,0.9962934851646423,0.0037064463831484318
0.0,0.9970145225524902,0.002985420636832714
2.0,0.006546176504343748,0.993453860282898
2.0,0.009757781401276588,0.9902421832084656
2.0,0.015597878955304623,0.984402060508728
2.0,0.011755474843084812,0.9882445335388184
2.0,0.018028292804956436,0.9819716811180115
2.0,0.02130611427128315,0.9786938428878784
2.0,0.01729385368525982,0.9827061891555786
2.0,0.022310271859169006,0.9776896834373474
2.0,0.01751238852739334,0.9824876189231873
2.0,0.024948706850409508,0.9750512838363647
2.0,0.019149525091052055,0.9808504581451416
2.0,0.013881783001124859,0.9861182570457458
2.0,0.017543639987707138,0.9824563264846802
2.0,0.02079434134066105,0.9792056679725647
2.0,0.019491611048579216,0.9805083870887756
2.0,0.02058534510433674,0.9794146418571472
2.0,0.01888454146683216,0.981115460395813
2.0,0.020869916304945946,0.9791300892829895
2.0,0.02048078551888466,0.9795191884040833
2.0,0.017312290146946907,0.9826876521110535
2.0,0.021918557584285736,0.9780814051628113
2.0,0.016796249896287918,0.9832037687301636
2.0,0.019186463207006454,0.9808135628700256
2.0,0.020919231697916985,0.9790807366371155
2.0,0.021632274612784386,0.9783677458763123
2.0,0.01588328555226326,0.9841167330741882
2.0,0.01713567040860653,0.982864260673523
2.0,0.020447496324777603,0.9795524477958679
2.0,0.027484839782118797,0.9725151062011719
2.0,0.02262033149600029,0.9773796200752258
2.0,0.026065658777952194,0.9739342927932739
2.0,0.03472588583827019,0.9652740359306335
2.0,0.025149062275886536,0.9748509526252747
2.0,0.03752792999148369,0.9624720215797424
2.0,0.021429281681776047,0.9785707592964172
2.0,0.021843809634447098,0.9781562089920044
2.0,0.027386168017983437,0.9726138710975647
2.0,0.014954199083149433,0.985045850276947
2.0,0.015651507303118706,0.984348475933075
2.0,0.017305998131632805,0.9826939702033997
2.0,0.017961379140615463,0.9820386171340942
2.0,0.01814371347427368,0.9818562865257263
2.0,0.011669822968542576,0.9883302450180054
2.0,0.013332647271454334,0.9866673350334167
2.0,0.01906188577413559,0.9809381365776062
2.0,0.01419378723949194,0.9858062863349915
2.0,0.011578677222132683,0.9884213209152222
2.0,0.012853313237428665,0.9871467351913452
2.0,0.013919299468398094,0.9860806465148926
2.0,0.011398553848266602,0.9886015057563782
2.0,0.02127513475716114,0.9787248969078064
2.0,0.01428200677037239,0.9857180118560791
2.0,0.0161315705627203,0.983868420124054
2.0,0.018185408785939217,0.9818145632743835
2.0,0.01618085987865925,0.9838191866874695
2.0,0.01669449359178543,0.9833055138587952
2.0,0.014344715513288975,0.9856553077697754
2.0,0.016038285568356514,0.9839617013931274
2.0,0.013820674270391464,0.9861793518066406
2.0,0.01656351238489151,0.9834364652633667
2.0,0.014319284819066525,0.9856806993484497
2.0,0.013246746733784676,0.9867532253265381
2.0,0.017194893211126328,0.982805073261261
2.0,0.022113000974059105,0.977886974811554
2.0,0.018718121573328972,0.9812818765640259
2.0,0.019013384357094765,0.9809866547584534
2.0,0.01432428602129221,0.9856756925582886
1.0,0.48199209570884705,0.5180079340934753
1.0,0.28710973262786865,0.7128902673721313
1.0,0.5135852694511414,0.48641470074653625
1.0,0.4558282792568207,0.5441717505455017
1.0,0.31828105449676514,0.6817189455032349
1.0,0.38260334730148315,0.6173966526985168
1.0,0.3204536437988281,0.6795463562011719
1.0,0.2088986188173294,0.7911013960838318
1.0,0.26827457547187805,0.7317254543304443
1.0,0.2868252098560333,0.7131748199462891
1.0,0.35655322670936584,0.6434468030929565
1.0,0.3379305899143219,0.6620693802833557
1.0,0.2948676645755768,0.7051323056221008
1.0,0.2952911853790283,0.7047087550163269
1.0,0.4027344584465027,0.5972655415534973
1.0,0.34673207998275757,0.6532679200172424
1.0,0.3513621687889099,0.6486378908157349
1.0,0.33745625615119934,0.6625437140464783
1.0,0.29369741678237915,0.7063026428222656
1.0,0.39399227499961853,0.6060077548027039
1.0,0.37846919894218445,0.6215308308601379
1.0,0.30221372842788696,0.697786271572113
1.0,0.26670411229133606,0.7332959175109863
1.0,0.38346540927886963,0.6165345907211304
1.0,0.26547032594680786,0.7345296740531921
1.0,0.28127536177635193,0.7187246680259705
1.0,0.2851603627204895,0.7148396968841553
1.0,0.24840447306632996,0.7515954971313477
1.0,0.3409244120121002,0.6590756177902222
1.0,0.547261118888855,0.45273882150650024
1.0,0.4644433259963989,0.5355566740036011
1.0,0.49719083309173584,0.5028091669082642
1.0,0.4135682284832001,0.5864317417144775
1.0,0.3418954312801361,0.6581045985221863
1.0,0.6663406491279602,0.333659291267395
1.0,0.5831543803215027,0.4168456494808197
1.0,0.4493640065193176,0.5506359934806824
2.0,0.009570859372615814,0.990429162979126
2.0,0.014019777998328209,0.985980212688446
2.0,0.010247827507555485,0.9897521734237671
2.0,0.014084369875490665,0.9859156608581543
2.0,0.011789903044700623,0.9882100820541382
2.0,0.010871964506804943,0.989128053188324
2.0,0.009908068925142288,0.9900919198989868
2.0,0.011614718474447727,0.9883853197097778
2.0,0.011217205785214901,0.9887828230857849
2.0,0.01067433226853609,0.9893256425857544
2.0,0.01162651926279068,0.9883734583854675
2.0,0.019290262833237648,0.9807097911834717
2.0,0.29640501737594604,0.703594982624054
2.0,0.391323983669281,0.608676016330719
2.0,0.4687630534172058,0.531237006187439
2.0,0.07783201336860657,0.922167956829071
2.0,0.01979011669754982,0.9802098870277405
2.0,0.010938972234725952,0.9890609979629517
2.0,0.00985743012279272,0.9901425838470459
2.0,0.008970003575086594,0.9910299777984619
2.0,0.009123016148805618,0.9908769726753235
2.0,0.004361982457339764,0.9956380724906921
2.0,0.004660150036215782,0.9953398704528809
2.0,0.005257773213088512,0.9947421550750732
2.0,0.004191664047539234,0.9958083629608154
2.0,0.005944415461272001,0.9940555095672607
2.0,0.0052915895357728004,0.9947084188461304
2.0,0.0057046255096793175,0.9942954182624817
2.0,0.005276781041175127,0.9947232007980347
2.0,0.005432902369648218,0.9945671558380127
2.0,0.005523106548935175,0.9944769740104675
2.0,0.005364578682929277,0.9946354031562805
2.0,0.005327157210558653,0.9946728348731995
2.0,0.004756955895572901,0.9952430129051208
2.0,0.005166211631149054,0.9948338270187378
2.0,0.0037226248532533646,0.996277391910553
2.0,0.005071031395345926,0.9949289560317993
2.0,0.005093720275908709,0.9949063062667847
2.0,0.004811193328350782,0.99518883228302
2.0,0.005850617773830891,0.9941494464874268
2.0,0.0044978163205087185,0.9955021739006042
2.0,0.006197179201990366,0.9938027858734131
2.0,0.007249793503433466,0.9927501678466797
2.0,0.005663032177835703,0.9943369030952454
2.0,0.007787143345922232,0.9922128319740295
2.0,0.0046732486225664616,0.9953267574310303
2.0,0.005066484212875366,0.994933545589447
2.0,0.004526978824287653,0.9954729676246643
2.0,0.006125291809439659,0.993874728679657
2.0,0.005195560399442911,0.9948044419288635
2.0,0.007464656140655279,0.9925353527069092
2.0,0.005472649820148945,0.994527280330658
2.0,0.005447225645184517,0.9945527911186218
2.0,0.005915200337767601,0.9940847754478455
2.0,0.006844144314527512,0.9931558966636658
2.0,0.007674083579331636,0.9923259019851685
2.0,0.00841405987739563,0.9915859699249268
2.0,0.0075224475003778934,0.9924775958061218
2.0,0.005912352353334427,0.9940876960754395
2.0,0.0072828554548323154,0.9927171468734741
2.0,0.007489153183996677,0.9925107955932617
2.0,0.009423965588212013,0.9905760288238525
2.0,0.007423982489854097,0.992576003074646
2.0,0.005737972911447287,0.9942620992660522
2.0,0.007387871388345957,0.9926121830940247
2.0,0.00833435170352459,0.9916656613349915
2.0,0.006310605444014072,0.9936894178390503
0.0,0.9918477535247803,0.008152229711413383
0.0,0.9930619597434998,0.006937994621694088
0.0,0.9902248978614807,0.009775111451745033
0.0,0.9941688776016235,0.005831150338053703
0.0,0.9943033456802368,0.005696689710021019
0.0,0.9936732053756714,0.006326781120151281
0.0,0.9943708777427673,0.005629180930554867
0.0,0.9929938912391663,0.007006093394011259
0.0,0.9939485788345337,0.00605144165456295
0.0,0.9945381283760071,0.005461825057864189
0.0,0.9934152364730835,0.006584710441529751
0.0,0.9951477646827698,0.004852280020713806
0.0,0.9947265982627869,0.005273384042084217
0.0,0.995681643486023,0.00431831507012248
0.0,0.9915021657943726,0.008497857488691807
0.0,0.993298351764679,0.006701676174998283
0.0,0.9936282634735107,0.00637182267382741
0.0,0.9917073845863342,0.008292618207633495
0.0,0.9899519085884094,0.010048041120171547
0.0,0.9936000108718872,0.006399975158274174
0.0,0.9930049777030945,0.0069950418546795845
0.0,0.9897666573524475,0.01023336872458458
